newStory*************************************
newScene0*************************************

1	او	PR	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		1+||| ROLE	
14	برگردد	V	VCL	10	برگشتن§v-8032	رخداد§n-13136	no		||| %%%%
15	.	PUNC	PUNC	7	null	null	junk		||| %%%%

1	الياس	N	SBJ	3	حضرت الياس§n-23959	نفر§n-13075	role	Arg0		||| %%%%
2	دعا	N	NVE	3	مناجات§n-11513	خبر§n-12766	role_state		1||| %%%%
3	کرد	V	ROOT	0	دعا نمودن§v-18655	رخداد§n-13136	role_action		1||| %%%%
roles= [
	[1	الياس	N	SBJ	9	حضرت الياس§n-23959	نفر§n-13075	role	Arg1		||| %%%%]
			[1	الياس	N	SBJ	3	حضرت الياس§n-23959	نفر§n-13075	role	Arg0		||| %%%%]
	[4	اليسع	N	MOZ	3	حضرت اليسع§n-23962	نفر§n-13075	role		||| %%%%]
	[6	خود	PR	MOZ	5	حضرت الياس§n-23959	نفر§n-13075	role		1||| %%%%]
	[13	او	PR	POSDEP	12	حضرت الياس§n-23959	نفر§n-13075	role		1||| %%%%]
			[6	او	PR	POSDEP	5	حضرت الياس§n-23959	نفر§n-13075	role	Arg0		1-||| %%%%]
	[15	شاه	N	NCONJ	13	سلطان§n-13386	نفر§n-13075	role		||| %%%%]
			[4	شاه	N	SBJ	7	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%]]
DynamicObjects= [
	[11	آب	N	SBJ	14	آب§n-12570	ماده§n-14032	dynamic_object	Arg0		||| %%%%]]
StaticObjects= []
location= []
alternativeLocations= [
	[8	بعلبک	N	NEZ	7	null	null	location		loc||| %%%%]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[7	خواست	V	ROOT	0	خواستن§v-19251	رخداد§n-13136	role_action		4||| %%%%]
	[3	کرد	V	ROOT	0	دعا نمودن§v-18655	رخداد§n-13136	role_action		1||| %%%%]]
role_states= [
	[3	همراه	N	ADVRB	9	همراه§n-10369	رخداد§n-13136	role_state	ArgM_COM		1||| %%%%]
	[5	جانشين	N	APP	4	جايگزين§a-1588	null	role_state		4||| %%%%]
	[7	وارد	ADJ	MOS	9	null	null	role_state	Arg2		1||| %%%%]
	[11	گفتگويي	N	SBJ	17	گفتگو§n-11493	رخداد§n-13136	role_state	Arg1		1||| %%%%]
	[9	دعا	N	NVE	10	مناجات§n-11513	خبر§n-12766	role_state		6||| %%%%]
	[2	دعا	N	NVE	3	مناجات§n-11513	خبر§n-12766	role_state		1||| %%%%]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene19*************************************

4	و‌سپس	SUBR	AJUCL	3	null	null	no	ArgM_DIS		tim||| %%%%
5	باران	N	SBJ	7	باران§n-12110	null	dynamic_object	Arg1		||| %%%%
6	زيادي	ADJ	NPOSTMOD	5	پرشمار§a-124	مشخصه§n-12756	dynamic_object_state		5||| %%%%
7	باريد	V	VCONJ	17	ريزش کردن§v-9241	رخداد§n-13136	dynamic_object_action		5||| %%%%
8	و	CONJ	VCONJ	17	null	null	junk		||| %%%%
9	سبزي	N	SBJ	17	سبز§n-20040	ماده§n-14032	static_object_state	Arg1		15||| %%%%
10	و	CONJ	NCONJ	9	null	null	junk		||| %%%%
11	خرمي	N	NCONJ	9	خرم§a-1575	null	static_object_state		15||| %%%%
12	بار	N	ADVRB	17	null	null	junk	ArgM_EXT		||| %%%%
13	ديگر	ADJ	NPOSTMOD	12	null	null	junk		||| %%%%
14	بر	PREP	AJPP	16	null	null	junk		||| %%%%
15	آنجا	PR	POSDEP	14	null	null	location		loc||| %%%%
16	حاکم	ADJ	MOS	17	null	null	no	Arg2		||| %%%%
17	شد	V	PRD	4	null	null	junk		||| %%%%
18	.	PUNC	PUNC	3	null	null	junk		||| %%%%
roles= []
DynamicObjects= [
	[5	باران	N	SBJ	7	باران§n-12110	null	dynamic_object	Arg1		||| %%%%]]
StaticObjects= []
location= []
alternativeLocations= [
	[15	آنجا	PR	POSDEP	14	null	null	location		loc||| %%%%]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= []
role_states= []
role_intents= []
role_emotions= []
dynamic_object_actions= [
	[7	باريد	V	VCONJ	17	ريزش کردن§v-9241	رخداد§n-13136	dynamic_object_action		5||| %%%%]]
dynamic_object_states= [
	[6	زيادي	ADJ	NPOSTMOD	5	پرشمار§a-124	مشخصه§n-12756	dynamic_object_state		5||| %%%%]]
static_object_states= [
	[9	سبزي	N	SBJ	17	سبز§n-20040	ماده§n-14032	static_object_state	Arg1		15||| %%%%]
	[11	خرمي	N	NCONJ	9	خرم§a-1575	null	static_object_state		15||| %%%%]]

newScene20*************************************

1	اما	CONJ	VCONJ	10	null	null	junk	ArgM_DIS		||| %%%%
2	مردم	N	SBJ	10	عوام§n-13222	گروه§n-12753	role	Arg1	Arg0		||| %%%%
3	کم‌کم	ADV	ADVRB	10	اندک‌اندک§r-20670	مشخصه§n-12756	no	ArgM_MNR		||| %%%%
4	براثر	PREP	ADVRB	10	null	null	no	ArgM_CAU		||| %%%%
5	وفور	ADJ	NPREMOD	6	null	null	static_object_state		6||| %%%%
6	نعمت	N	POSDEP	4	null	null	static_object		||| %%%%
7	بار	N	ADVRB	10	null	null	junk	ArgM_EXT		||| %%%%
8	ديگر	ADJ	NPOSTMOD	7	null	null	junk		||| %%%%
9	گمراه‌	ADJ	MOS	10	گمراه§a-661	مشخصه§n-12756	role_state	Arg2		2||| %%%%
10	شدند	V	PREDEP	11	null	null	junk		||| %%%%
11	و	CONJ	VCONJ	15	null	null	junk		||| %%%%
12	از	PREP	VPP	15	null	null	junk	Arg3		||| %%%%
13	الياس	N	VPP	15	حضرت الياس§n-23959	نفر§n-13075	role	Arg3		||| %%%%
14	سرکشي	N	NVE	15	قيام§n-10322	مشخصه§n-12756	role_state		2||| %%%%
15	نمودند	V	ROOT	0	بازديد کردن§v-22000	رخداد§n-13136	role_action		2||| %%%%
16	.	PUNC	PUNC	15	null	null	junk		||| %%%%
roles= [
	[2	مردم	N	SBJ	10	عوام§n-13222	گروه§n-12753	role	Arg1	Arg0		||| %%%%]
	[13	الياس	N	VPP	15	حضرت الياس§n-23959	نفر§n-13075	role	Arg3		||| %%%%]]
DynamicObjects= []
StaticObjects= [
	[6	نعمت	N	POSDEP	4	null	null	static_object		||| %%%%]]
location= []
alternativeLocations= []
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[15	نمودند	V	ROOT	0	بازديد کردن§v-22000	رخداد§n-13136	role_action		2||| %%%%]]
role_states= [
	[9	گمراه‌	ADJ	MOS	10	گمراه§a-661	مشخصه§n-12756	role_state	Arg2		2||| %%%%]
	[14	سرکشي	N	NVE	15	قيام§n-10322	مشخصه§n-12756	role_state		2||| %%%%]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= [
	[5	وفور	ADJ	NPREMOD	6	null	null	static_object_state		6||| %%%%]]

newScene21*************************************

1	سرانجام	ADV	ADVRB	8	null	null	junk	ArgM_ADV		tim||| %%%%
2	خداوند	N	SBJ	8	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	Arg0		||| %%%%
3	دشمنان	N	OBJ	8	خصم§n-11695	گروه§n-12753	role	Arg1		||| %%%%
4	را	POSTP	OBJ	8	null	null	junk	Arg1		||| %%%%
5	بر	PREP	AJPP	7	null	null	junk		||| %%%%
6	آنها	PR	POSDEP	5	عوام§n-13222	گروه§n-12753	role		*-2||| %%%%
7	مسلط	ADJ	MOS	8	مستولي§a-719	مشخصه§n-12756	no	Arg2		3||| %%%%
8	نمود	V	ROOT	0	سوار کردن§v-8723	رخداد§n-13136	role_action		3||| %%%%
9	،	PUNC	PUNC	8	null	null	junk		||| %%%%
roles= [
	[3	دشمنان	N	OBJ	8	خصم§n-11695	گروه§n-12753	role	Arg1		||| %%%%]
	[6	آنها	PR	POSDEP	5	عوام§n-13222	گروه§n-12753	role		*-2||| %%%%]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= []
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[8	نمود	V	ROOT	0	سوار کردن§v-8723	رخداد§n-13136	role_action		3||| %%%%]]
role_states= []
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene22*************************************

1	الياس	N	SBJ	10	حضرت الياس§n-23959	نفر§n-13075	role	Arg0	Arg0		||| %%%%
2	پس‌از	PREP	ADVRB	10	null	null	no	ArgM_TMP		tim||| %%%%
3	آن	ADJ	NPREMOD	4	null	null	junk		||| %%%%
4	ماجرا	N	POSDEP	2	رخداد§n-13136	رخداد§n-13136	no		||| %%%%
5	وصيتهاي	N	NVE	10	null	null	role_intent		6||| %%%%
6	خود	PR	MOZ	5	حضرت الياس§n-23959	نفر§n-13075	role		1||| %%%%
7	را	UNKNOWN	POSDEP	6	null	null	junk		||| %%%%
8	به	PREP	NPP	5	null	null	junk	Arg3		||| %%%%
9	اليسع	N	NPP	5	حضرت اليسع§n-23962	نفر§n-13075	role	Arg3		||| %%%%
10	نمود	V	VCONJ	15	سفارش کردن§v-8331	رخداد§n-13136	role_action		1||| %%%%
11	و	CONJ	VCONJ	15	null	null	junk		||| %%%%
12	به	PREP	VPP	15	null	null	junk	Arg3		||| %%%%
13	آسمانها	N	VPP	15	عرش§n-11838	مشخصه§n-12756	location	Arg3		||| %%%%
14	عروج	N	NVE	15	عروج§n-10491	رخداد§n-13136	role_intent		1||| %%%%
15	کرد	V	ROOT	0	null	null	role_action		1||| %%%%
16	.	PUNC	PUNC	15	null	null	junk		||| %%%%
roles= [
	[1	الياس	N	SBJ	10	حضرت الياس§n-23959	نفر§n-13075	role	Arg0	Arg0		||| %%%%]
	[6	خود	PR	MOZ	5	حضرت الياس§n-23959	نفر§n-13075	role		1||| %%%%]
	[9	اليسع	N	NPP	5	حضرت اليسع§n-23962	نفر§n-13075	role	Arg3		||| %%%%]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[13	آسمانها	N	VPP	15	عرش§n-11838	مشخصه§n-12756	location	Arg3		||| %%%%]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[10	نمود	V	VCONJ	15	سفارش کردن§v-8331	رخداد§n-13136	role_action		1||| %%%%]
	[15	کرد	V	ROOT	0	null	null	role_action		1||| %%%%]]
role_states= []
role_intents= [
	[5	وصيتهاي	N	NVE	10	null	null	role_intent		6||| %%%%]
	[14	عروج	N	NVE	15	عروج§n-10491	رخداد§n-13136	role_intent		1||| %%%%]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newStory*************************************
newScene0*************************************

1	حضرت	N	SBJ	6	null	null	role_state	Arg1		2||| %%%%
2	ادريس	N	MOZ	1	null	null	role		||| %%%%
3	يکي‌از	ADJ	NPREMOD	4	null	null	no		||| %%%%
4	پيامبران	N	MOS	6	رسول§n-15053	نفر§n-13075	role_state	Arg2		2||| %%%%
5	الهي	ADJ	NPOSTMOD	4	رباني§a-2083	مشخصه§n-12756	role_state		2||| %%%%
6	است	V	ROOT	0	null	null	junk		||| %%%%
7	که	SUBR	NCL	4	null	null	junk		||| %%%%
8	نام	N	SBJ	14	null	null	junk	Arg1		||| %%%%
9	ش	PR	MOZ	8	null	null	role		2||| %%%%
10	دوبار	ADV	ADVRB	14	null	null	no	ArgM_EXT		||| %%%%
11	در	PREP	VPP	14	null	null	junk	Arg3		||| %%%%
12	قرآن	N	VPP	14	مصحف§n-1019	هست§n-12706	no	Arg3		||| %%%%
13	کريم	ADJ	NPOSTMOD	12	دست و دل باز§a-573	مشخصه§n-12756	no		||| %%%%
14	آمده‌است	V	PRD	7	null	null	no		||| %%%%
15	.	PUNC	PUNC	6	null	null	junk		||| %%%%

1	حضرت	N	SBJ	11	null	null	role_state	Arg1		2||| %%%%
2	ادريس	N	MOZ	1	null	null	role		||| %%%%
3	با	PREP	VPP	11	null	null	junk	ArgM_ADV		||| %%%%
4	پنج	NUM	NPREMOD	5	null	null	junk		||| %%%%
5	واسطه	N	VPP	11	واسطه§n-12815	شيء§n-12703	no	ArgM_ADV		||| %%%%
6	به	PREP	VPP	11	null	null	junk	Arg3		||| %%%%
7	آدم	N	VPP	11	آدم§n-14705	نفر§n-13075	role	Arg3		||| %%%%
8	(	PUNC	PUNC	9	null	null	junk		||| %%%%
9	ع	ARAB	POSDEP	7	null	null	no		||| %%%%
10	)	PUNC	PUNC	9	null	null	junk		||| %%%%
11	ميرسد	V	VCONJ	17	رسيدن§v-9237	رخداد§n-13136	no		||| %%%%
12	و	CONJ	VCONJ	17	null	null	junk		||| %%%%
13	او	PR	SBJ	17	null	null	role	Arg0		2||| %%%%
14	300	NUM	NPREMOD	15	null	null	junk		||| %%%%
15	سال	N	ADVC	17	سال§n-13471	دوره_زماني§n-12603	time	Arg2		||| %%%%
16	عمر	N	NVE	17	عمر§n-12622	دوره_زماني§n-12603	no		||| %%%%
17	کرد	V	ROOT	0	null	null	junk		||| %%%%
18	.	PUNC	PUNC	17	null	null	junk		||| %%%%

1	سي	NUM	NPREMOD	2	null	null	junk		||| %%%%
2	صحيفه	N	SBJ	9	null	null	no	Arg1		||| %%%%
3	از	PREP	ADVRB	9	null	null	junk	ArgM_ADV		||| %%%%
4	کتابهاي	N	ADVRB	9	مصحف§n-10198	خبر§n-12766	static_object	ArgM_ADV		||| %%%%
5	آسماني	ADJ	NPOSTMOD	4	آسماني§a-2145	مشخصه§n-12756	static_object_state		4||| %%%%
6	بر	PREP	AJPP	8	null	null	junk		||| %%%%
7	او	PR	POSDEP	6	null	null	role		2-||| %%%%
8	نازل	ADJ	MOS	9	null	null	no	Arg2		||| %%%%
9	گرديد	V	ROOT	0	گسيل دادن§v-21561	رخداد§n-13136	no		||| %%%%
10	.	PUNC	PUNC	9	null	null	junk		||| %%%%

1	او	PR	SBJ	8	null	null	role	Arg1		2--||| %%%%
2	بلندقامت	ADJ	MOS	8	null	null	role_state	Arg2		1||| %%%%
3	و	CONJ	AJCONJ	2	null	null	junk		||| %%%%
4	تنومند	ADJ	AJCONJ	2	خوش بنيه§a-93	مشخصه§n-12756	role_state		1||| %%%%
5	و	CONJ	AJCONJ	4	null	null	junk		||| %%%%
6	نخستين	ADJ	NPREMOD	7	نخستين§a-1367	مشخصه§n-12756	role_state		1||| %%%%
7	انساني	N	AJCONJ	4	انسان§n-13370	نفر§n-13075	role_state		1||| %%%%
8	بود	V	ROOT	0	null	null	junk		||| %%%%
9	که	SUBR	NCL	7	null	null	junk		||| %%%%
10	با	PREP	VPP	13	null	null	junk	ArgM_INS		||| %%%%
11	قلم	N	VPP	13	قلم§n-15154	شيء§n-12703	static_object	ArgM_INS		||| %%%%
12	خط	N	OBJ	13	خط§n-14508	رخداد§n-13136	no	Arg1		||| %%%%
13	نوشت	V	VCONJ	24	نگاشتن§v-7622	رخداد§n-13136	role_action		1||| %%%%
roles= [
	[2	ادريس	N	MOZ	1	null	null	role		||| %%%%]
			[2	ادريس	N	MOZ	1	null	null	role		||| %%%%]
	[9	ش	PR	MOZ	8	null	null	role		2||| %%%%]
	[7	آدم	N	VPP	11	آدم§n-14705	نفر§n-13075	role	Arg3		||| %%%%]
	[13	او	PR	SBJ	17	null	null	role	Arg0		2||| %%%%]
			[7	او	PR	POSDEP	6	null	null	role		2-||| %%%%]
			[1	او	PR	SBJ	8	null	null	role	Arg1		2--||| %%%%]]
DynamicObjects= []
StaticObjects= [
	[4	کتابهاي	N	ADVRB	9	مصحف§n-10198	خبر§n-12766	static_object	ArgM_ADV		||| %%%%]
	[11	قلم	N	VPP	13	قلم§n-15154	شيء§n-12703	static_object	ArgM_INS		||| %%%%]]
location= []
alternativeLocations= []
time= []
alternativeTimes= [
	[15	سال	N	ADVC	17	سال§n-13471	دوره_زماني§n-12603	time	Arg2		||| %%%%]]
scene_goals= []
scene_emotions= []
role_actions= [
	[13	نوشت	V	VCONJ	24	نگاشتن§v-7622	رخداد§n-13136	role_action		1||| %%%%]]
role_states= [
	[1	حضرت	N	SBJ	6	null	null	role_state	Arg1		2||| %%%%]
	[4	پيامبران	N	MOS	6	رسول§n-15053	نفر§n-13075	role_state	Arg2		2||| %%%%]
	[5	الهي	ADJ	NPOSTMOD	4	رباني§a-2083	مشخصه§n-12756	role_state		2||| %%%%]
	[1	حضرت	N	SBJ	11	null	null	role_state	Arg1		2||| %%%%]
	[2	بلندقامت	ADJ	MOS	8	null	null	role_state	Arg2		1||| %%%%]
	[4	تنومند	ADJ	AJCONJ	2	خوش بنيه§a-93	مشخصه§n-12756	role_state		1||| %%%%]
	[6	نخستين	ADJ	NPREMOD	7	نخستين§a-1367	مشخصه§n-12756	role_state		1||| %%%%]
	[7	انساني	N	AJCONJ	4	انسان§n-13370	نفر§n-13075	role_state		1||| %%%%]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= [
	[5	آسماني	ADJ	NPOSTMOD	4	آسماني§a-2145	مشخصه§n-12756	static_object_state		4||| %%%%]]

newScene1*************************************

14	و	CONJ	VCONJ	24	null	null	junk		||| %%%%
15	خداوند	N	SBJ	24	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	Arg0		||| %%%%
16	به	PREP	VPP	24	null	null	junk	Arg3		||| %%%%
17	او	PR	POSDEP	16	null	null	role		*---2||| %%%%
18	علم	N	OBJ	24	رشته علمي§n-13043	خصوصيت_رواني§n-12725	role_intent	Arg1	Arg1		17||| %%%%
19	نجوم	N	MOZ	18	نجوم§n-10057	خصوصيت_رواني§n-12725	no		||| %%%%
20	و	CONJ	NCONJ	19	null	null	junk		||| %%%%
21	حساب	N	NCONJ	19	رياضيات§n-11408	خصوصيت_رواني§n-12725	no		||| %%%%
22	و	CONJ	NCONJ	21	null	null	junk		||| %%%%
23	هييت	N	NCONJ	21	null	null	no		||| %%%%
24	داد	V	PRD	9	null	null	junk		||| %%%%
25	که	SUBR	NCL	18	null	null	junk		||| %%%%
26	معجزه	N	MOS	28	null	null	role_intent	Arg2		27||| %%%%
27	او	PR	MOZ	26	null	null	role		*---2||| %%%%
28	ست	V	PRD	25	بودن§v-8897	رخداد§n-13136	no		||| %%%%
29	.	PUNC	PUNC	8	null	null	junk		||| %%%%
roles= [
	[17	او	PR	POSDEP	16	null	null	role		*---2||| %%%%]
			[27	او	PR	MOZ	26	null	null	role		*---2||| %%%%]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= []
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= []
role_states= []
role_intents= [
	[18	علم	N	OBJ	24	رشته علمي§n-13043	خصوصيت_رواني§n-12725	role_intent	Arg1	Arg1		17||| %%%%]
	[26	معجزه	N	MOS	28	null	null	role_intent	Arg2		27||| %%%%]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene2*************************************

1	حضرت	N	SBJ	5	null	null	role_state	Arg1	Arg0	Arg0		2||| %%%%
2	ادريس	N	MOZ	1	null	null	role		||| %%%%
3	اولين	ADJ	NPREMOD	4	نخستين§a-1367	مشخصه§n-12756	role_state		2||| %%%%
4	کسي	N	MOS	5	null	null	junk	Arg2		||| %%%%
5	بود	V	ROOT	0	null	null	junk		||| %%%%
6	که	SUBR	NCL	4	null	null	junk		||| %%%%
7	خياطي	N	NVE	8	خياطي§n-19809	null	role_state		2||| %%%%
8	کرد	V	PREDEP	9	دوخت و دوز کردن§v-8502	رخداد§n-13136	role_action		2||| %%%%
9	و	CONJ	VCONJ	11	null	null	junk		||| %%%%
10	لباس	N	OBJ	11	پوشاک§n-12804	شيء§n-12703	static_object	Arg1		||| %%%%
11	دوخت	V	PRD	6	کوک زدن§v-8566	رخداد§n-13136	role_action		2||| %%%%
12	.	PUNC	PUNC	5	null	null	junk		||| %%%%
roles= [
	[2	ادريس	N	MOZ	1	null	null	role		||| %%%%]]
DynamicObjects= []
StaticObjects= [
	[10	لباس	N	OBJ	11	پوشاک§n-12804	شيء§n-12703	static_object	Arg1		||| %%%%]]
location= []
alternativeLocations= []
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[8	کرد	V	PREDEP	9	دوخت و دوز کردن§v-8502	رخداد§n-13136	role_action		2||| %%%%]
	[11	دوخت	V	PRD	6	کوک زدن§v-8566	رخداد§n-13136	role_action		2||| %%%%]]
role_states= [
	[1	حضرت	N	SBJ	5	null	null	role_state	Arg1	Arg0	Arg0		2||| %%%%]
	[3	اولين	ADJ	NPREMOD	4	نخستين§a-1367	مشخصه§n-12756	role_state		2||| %%%%]
	[7	خياطي	N	NVE	8	خياطي§n-19809	null	role_state		2||| %%%%]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene3*************************************

1	در	PREP	ADVRB	7	null	null	junk	ArgM_TMP		tim||| %%%%
2	زمان	N	ADVRB	7	زمانه§n-12682	دوره_زماني§n-12603	time	ArgM_TMP		||| %%%%
3	ادريس	N	MOZ	2	null	null	role		||| %%%%
4	پادشاهي	N	SBJ	7	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%
5	ستمگر	ADJ	NPOSTMOD	4	غدار§a-748	مشخصه§n-12756	role_state		4||| %%%%
6	زندگي	N	NVE	7	زندگي§n-12396	مشخصه§n-12756	no		||| %%%%
7	مي‌کرد	V	ROOT	0	عمر کردن§v-8674	رخداد§n-13136	no		||| %%%%
8	.	PUNC	PUNC	7	null	null	junk		||| %%%%

1	روزي	N	ADVRB	9	روز§n-13556	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%
2	پادشاه	N	SBJ	9	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%
3	از	PREP	NPP	8	null	null	junk	Arg3		||| %%%%
4	سرزمين	N	NPP	8	خطه§n-13265	جا§n-12733	location	Arg3		loc||| %%%%
5	سبز	ADJ	NPOSTMOD	4	سبز§n-20040	ماده§n-14032	static_object_state		4||| %%%%
6	و	CONJ	AJCONJ	5	null	null	junk		||| %%%%
7	خرمي	ADJ	AJCONJ	5	خرم§a-1575	null	static_object_state		4||| %%%%
8	عبور	N	NVE	9	گذر§n-13418	رخداد§n-13136	role_state		2||| %%%%
9	کرد	V	ROOT	0	گذشتن§v-8958	رخداد§n-13136	role_action		2||| %%%%
10	که	SUBR	VCL	9	null	null	junk		||| %%%%
11	متعلق	ADJ	MOS	15	متعلق§a-1563	مشخصه§n-12756	no	Arg2		||| %%%%
12	به	PREP	AJPP	11	null	null	junk		||| %%%%
13	شخص	N	AJPP	11	نفر§n-13075	نفر§n-13075	role		||| %%%%
14	مومني	ADJ	NPOSTMOD	13	مومن§a-113	نفر§n-13075	role_state		13||| %%%%
15	بود	V	PRD	10	null	null	junk		||| %%%%
16	.	PUNC	PUNC	15	null	null	junk		||| %%%%
17	پادشاه	N	SBJ	20	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%
18	از	PREP	VPP	20	null	null	junk	Arg3		||| %%%%
19	او	PR	POSDEP	18	نفر§n-13075	نفر§n-13075	role		13||| %%%%
20	خواست	V	VCL	15	خواستن§v-19251	رخداد§n-13136	role_action		17||| %%%%
21	که	SUBR	VCL	20	null	null	junk	Arg1		||| %%%%
22	زمين	N	OBJ	27	زمين§n-12161	جا§n-12733	location	Arg1		||| %%%%
23	را	POSTP	OBJ	27	null	null	junk	Arg1		||| %%%%
24	به	PREP	NPP	26	null	null	junk	Arg3		||| %%%%
25	او	PR	POSDEP	24	سلطان§n-13386	نفر§n-13075	role		17||| %%%%
26	واگذار	N	NVE	27	محول§a-1576	null	role_intent		13||| %%%%
27	کند	V	PRD	21	null	null	junk		||| %%%%

1	اما	CONJ	VCONJ	3	null	null	junk		||| %%%%
2	مرد	N	SBJ	3	آقا§n-13368	نفر§n-13075	role	Arg0		||| %%%%
3	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		2||| %%%%
4	که	SUBR	VCL	3	null	null	junk	Arg1		||| %%%%
5	خانواده	N	SBJ	11	اهل خانه§n-13208	گروه§n-12753	role	Arg1		||| %%%%
6	خود	PR	MOZ	5	آقا§n-13368	نفر§n-13075	role		2||| %%%%
7	م	PR	MOZ	6	آقا§n-13368	نفر§n-13075	role		2||| %%%%
8	به	PREP	AJPP	10	null	null	junk		||| %%%%
9	آن	PR	POSDEP	8	زمين§n-12161	جا§n-12733	location		22-||| %%%%
10	محتاج‌تر	ADJ	MOS	11	محتاج§a-549	مشخصه§n-12756	role_state	Arg2		5||| %%%%
11	است	V	PRD	4	null	null	junk		||| %%%%
12	.	PUNC	PUNC	3	null	null	junk		||| %%%%
roles= [
	[3	ادريس	N	MOZ	2	null	null	role		||| %%%%]
	[4	پادشاهي	N	SBJ	7	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%]
	[2	پادشاه	N	SBJ	9	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%]
			[17	پادشاه	N	SBJ	20	سلطان§n-13386	نفر§n-13075	role	Arg0		||| %%%%]
	[13	شخص	N	AJPP	11	نفر§n-13075	نفر§n-13075	role		||| %%%%]
	[19	او	PR	POSDEP	18	نفر§n-13075	نفر§n-13075	role		13||| %%%%]
	[25	او	PR	POSDEP	24	سلطان§n-13386	نفر§n-13075	role		17||| %%%%]
	[2	مرد	N	SBJ	3	آقا§n-13368	نفر§n-13075	role	Arg0		||| %%%%]
	[5	خانواده	N	SBJ	11	اهل خانه§n-13208	گروه§n-12753	role	Arg1		||| %%%%]
	[6	خود	PR	MOZ	5	آقا§n-13368	نفر§n-13075	role		2||| %%%%]
	[7	م	PR	MOZ	6	آقا§n-13368	نفر§n-13075	role		2||| %%%%]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[4	سرزمين	N	NPP	8	خطه§n-13265	جا§n-12733	location	Arg3		loc||| %%%%]
